Species,n
Chamaedorea_pinnatifrons,2103
Chamaedorea_plumosa,2
Chamaedorea_pochutlensis,66
Chamaedorea_sartorii,37
Chamaedorea_seifrizii,209
Chamaedorea_tepejilote,484
Chamaedorea_woodsoniana,93
Chamaemeles_coriacea,1
Chamaerops_humilis,5755
Chambeyronia_lepidota,7
Chambeyronia_macrocarpa,25
Chamguava_gentlei,42
Chamguava_musarum,3
Chamguava_schippii,28
Champereia_manillana,181
Changiostyrax_dolichocarpus,1
Chapelieria_madagascariensis,44
Chapmannia_gracilis,9
Charpentiera_australis,2
Charpentiera_densiflora,3
Charpentiera_elliptica,7
Charpentiera_obovata,13
Charpentiera_ovata,8
Charpentiera_tomentosa,8
Chascotheca_neopeltandra,17
Chassalia_albiflora,38
Chassalia_boryana,1
Chassalia_chartacea,9
Chassalia_comorensis,5
Chassalia_coriacea,1
Chassalia_curviflora,64
Chassalia_discolor,81
Chassalia_gaertneroides,2
Chassalia_grandifolia,1
Chassalia_kenyensis,21
Chassalia_lukwangulensis,3
Chassalia_magnifolia,20
Chassalia_parvifolia,70
Chassalia_subochreata,63
Chassalia_umbraticola,134
Chaunochiton_angustifolium,154
Chaunochiton_kappleri,227
Chaunochiton_loranthoides,61
Chazaliella_abrupta,124
Chazaliella_coffeosperma,59
Cheiloclinium_cognatum,1858
Cheiloclinium_obtusum,13
Cheilosa_montana,2
Cheirodendron_bastardianum,8
Cheirodendron_dominii,2
Cheirodendron_fauriei,9
Cheirodendron_forbesii,4
Cheirodendron_platyphyllum,10
Cheirodendron_trigynum,48
Chelyocarpus_chuco,32
Chelyocarpus_dianeurus,27
Chelyocarpus_ulei,96
Chengiopanax_fargesii,4
Chengiopanax_sciadophylloides,278
Chenopodium_nesodendron,1
Chenopodium_oahuense,26
Chiangiodendron_mexicanum,13
Chidlowia_sanguinea,88
Chieniodendron_hainanense,7
Chilopsis_linearis,999
Chimarrhis_barbata,42
Chimarrhis_brevipes,9
Chimarrhis_cubensis,5
Chimarrhis_cymosa,42
Chimarrhis_duckeana,21
Chimarrhis_ekmanii,1
Chimarrhis_gentryana,39
Chimarrhis_glabriflora,169
Chimarrhis_hookeri,127
Chimarrhis_jamaicensis,3
Chimarrhis_latifolia,48
Chimarrhis_microcarpa,58
Chimarrhis_parviflora,115
Chimarrhis_speciosa,6
Chimarrhis_turbinata,152
Chimonanthus_grammatus,1
Chimonanthus_nitens,22
Chimonanthus_praecox,38
Chiococca_belizensis,179
Chiococca_pachyphylla,312
Chiococca_petrina,17
Chiococca_phaenostemon,156
Chiococca_sessilifolia,28
Chionanthus_adamsii,1
Chionanthus_amblirrhinus,2
Chionanthus_avilensis,3
Chionanthus_axillaris,133
Chionanthus_axilliflorus,5
Chionanthus_bakeri,2
Chionanthus_brachystachys,68
Chionanthus_brachythyrsus,2
Chionanthus_brassii,17
Chionanthus_bumelioides,9
Chionanthus_callophyllus,4
Chionanthus_celebicus,7
Chionanthus_colonchensis,1
Chionanthus_compactus,104
Chionanthus_cordulatus,7
Chionanthus_coriaceus,4
Chionanthus_crassifolius,102
Chionanthus_crispus,3
Chionanthus_curvicarpus,20
Chionanthus_cuspidatus,6
Chionanthus_dictyophyllus,1
Chionanthus_domingensis,154
Chionanthus_evenius,1
Chionanthus_ferrugineus,28
Chionanthus_filiformis,262
Chionanthus_gigas,2
Chionanthus_grandifolius,1
Chionanthus_greenii,5
Chionanthus_guangxiensis,1
Chionanthus_hahlii,4
Chionanthus_hainanensis,4
Chionanthus_henryanus,1
Chionanthus_holdridgii,7
Chionanthus_implicatus,57
Chionanthus_jamaicensis,2
Chionanthus_ligustrinus,43
Chionanthus_longiflorus,2
Chionanthus_longipetalus,2
Chionanthus_lucens,2
Chionanthus_macrocarpus,5
Chionanthus_macrothyrsus,2
Chionanthus_mala-elengi,10
Chionanthus_micranthus,41
Chionanthus_microstigma,8
Chionanthus_montanus,1
Chionanthus_oblanceolatus,117
Chionanthus_pachyphyllus,5
Chionanthus_palustris,1
Chionanthus_panamensis,123
Chionanthus_pedunculatus,22
Chionanthus_pluriflorus,35
Chionanthus_polygamus,32
Chionanthus_porcatus,9
Chionanthus_pubescens,22
Chionanthus_pubicalyx,10
Chionanthus_purpureus,1
Chionanthus_pygmaeus,10
Chionanthus_quadristamineus,14
Chionanthus_ramiflorus,513
Chionanthus_remotinervius,1
Chionanthus_retusus,93
Chionanthus_riparius,6
Chionanthus_rugosus,2
Chionanthus_salicifolius,3
Chionanthus_sessiliflorus,35
Chionanthus_sleumeri,41
Chionanthus_spicatus,12
Chionanthus_spiciferus,1
Chionanthus_stenurus,1
Chionanthus_subsessilis,11
Chionanthus_tenuis,1
Chionanthus_thorelii,10
Chionanthus_trichotomus,209
Chionanthus_verticillatus,9
Chionanthus_virginicus,1012
Chionanthus_vitiensis,3
Chionanthus_wurdackii,4
Chionanthus_zeylanicus,5
Chione_venosa,56
Chiranthodendron_pentadactylon,191
Chisocheton_ceramicus,51
Chisocheton_cumingianus,42
Chisocheton_diversifolius,2
Chisocheton_erythrocarpus,4
Chisocheton_gliroides,1
Chisocheton_granatum,2
Chisocheton_koordersii,2
Chisocheton_laosensis,1
Chisocheton_lasiocarpus,3
Chisocheton_lasiogynus,6
Chisocheton_longistipitatus,56
Chisocheton_macranthus,2
Chisocheton_macrophyllus,4
Chisocheton_medusae,1
Chisocheton_montanus,3
Chisocheton_novobritannicus,5
Chisocheton_patens,23
Chisocheton_pauciflorus,2
Chisocheton_penduliflorus,2
Chisocheton_pentandrus,28
Chisocheton_pohlianus,1
Chisocheton_polyandrus,2
Chisocheton_rex,4
Chisocheton_ruber,2
Chisocheton_sapindinus,13
Chisocheton_sarawakanus,10
Chisocheton_sayeri,33
Chisocheton_schoddei,1
Chisocheton_setosus,1
Chisocheton_tenuis,7
Chisocheton_tomentosus,2
Chisocheton_warburgii,1
Chlorocardium_rodiei,39
Chlorocardium_venenosum,61
Chloroleucon_acacioides,232
Chloroleucon_chacoense,61
Chloroleucon_dumosum,312
Chloroleucon_eurycyclum,2
Chloroleucon_extortum,42
Chloroleucon_foliolosum,556
Chloroleucon_guantanamense,1
Chloroleucon_mangense,753
Chloroleucon_tenuiflorum,264
Chloroleucon_tortum,43
Chloroxylon_faho,11
Chloroxylon_falcatum,5
Chloroxylon_swietenia,9
Choerospondias_axillaris,124
Chomelia_albicaulis,11
Chomelia_apodantha,30
Chomelia_barbata,24
Chomelia_bella,34
Chomelia_brachypoda,47
Chomelia_brasiliana,190
Chomelia_breedlovei,3
Chomelia_caurensis,10
Chomelia_crassifolia,2
Chomelia_delascioi,2
Chomelia_ecuadorensis,9
Chomelia_estrellana,20
Chomelia_grandicarpa,4
Chomelia_grandifolia,3
Chomelia_hirsuta,7
Chomelia_intercedens,21
Chomelia_juruensis,2
Chomelia_kirkbridei,7
Chomelia_longiflora,1
Chomelia_microloba,67
Chomelia_obtusa,959
Chomelia_oligantha,3
Chomelia_paniculata,51
Chomelia_parviflora,76
Chomelia_parvifolia,62
Chomelia_pedunculosa,64
Chomelia_pohliana,456
Chomelia_polyantha,54
Chomelia_pringlei,27
Chomelia_randioides,2
Chomelia_rauwolfioides,17
Chomelia_recordii,92
Chomelia_ribesioides,270
Chomelia_rubra,7
Chomelia_rudis,4
Chomelia_sericea,3
Chomelia_spinosa,400
Chomelia_stergiosii,1
Chomelia_tenuiflora,403
Chomelia_tristis,5
Chomelia_ulei,5
Chomelia_venezuelensis,21
Chomelia_venulosa,38
Chomelia_vulpina,1
Chondrodendron_tomentosum,51
Chondrostylis_bancana,3
Chondrostylis_kunstleri,2
Chonocentrum_cyathophorum,5
Choriceras_majus,13
Choriceras_tricorne,388
Chorilaena_quercifolia,142
Chorisandrachne_diplosperma,8
Chorisepalum_psychotrioides,15
Chorisepalum_rotundifolium,5
Chouxia_bijugata,3
Chouxia_borealis,14
Chouxia_macrophylla,4
Chouxia_mollis,6
Chouxia_sorindeioides,22
Christiana_africana,221
Christiana_eburnea,6
Christiana_macrodon,32
Christiana_mennegae,4
Christiana_vescoana,1
Chromolucuma_apiculata,6
Chromolucuma_baehniana,3
Chromolucuma_congestifolia,47
Chromolucuma_rubriflora,59
Chronopappus_bifrons,31
Chrysanthemoides_monilifera,2297
Chrysobalanus_cuspidatus,7
Chrysobalanus_icaco,1454
Chrysochlamys_allenii,112
Chrysochlamys_alterninervia,2
Chrysochlamys_bracteolata,65
Chrysochlamys_caribaea,3
Chrysochlamys_colombiana,280
Chrysochlamys_cuneata,23
Chrysochlamys_dependens,197
Chrysochlamys_eclipes,148
Chrysochlamys_floribunda,33
Chrysochlamys_glauca,330
Chrysochlamys_goudotii,8
Chrysochlamys_laxa,4
Chrysochlamys_macrophylla,84
Chrysochlamys_membranacea,146
Chrysochlamys_membrillensis,7
Chrysochlamys_micrantha,2
Chrysochlamys_myrcioides,3
Chrysochlamys_nicaraguensis,154
Chrysochlamys_pavonii,6
Chrysochlamys_psychotriifolia,105
Chrysochlamys_silvicola,87
Chrysochlamys_skutchii,46
Chrysochlamys_tenuifolia,44
Chrysochlamys_tenuis,87
Chrysochlamys_ulei,83
Chrysochlamys_weberbaueri,323
Chrysolepis_chrysophylla,878
Chrysophyllum_acreanum,22
Chrysophyllum_albipilum,6
Chrysophyllum_amazonicum,181
Chrysophyllum_arenarium,83
Chrysophyllum_argenteum,1178
Chrysophyllum_bombycinum,47
Chrysophyllum_brenesii,133
Chrysophyllum_cainito,53
Chrysophyllum_calophyllum,1
Chrysophyllum_colombianum,86
Chrysophyllum_contumacense,2
Chrysophyllum_cuneifolium,120
Chrysophyllum_eximium,37
Chrysophyllum_flexuosum,271
Chrysophyllum_gonocarpum,1504
Chrysophyllum_hirsutum,73
Chrysophyllum_imperiale,16
Chrysophyllum_inornatum,256
Chrysophyllum_januariense,45
Chrysophyllum_lanatum,3
Chrysophyllum_lucentifolium,422
Chrysophyllum_manabiense,4
Chrysophyllum_manaosense,131
Chrysophyllum_marginatum,1669
Chrysophyllum_mexicanum,275
Chrysophyllum_oliviforme,171
Chrysophyllum_ovale,36
Chrysophyllum_paranaense,19
Chrysophyllum_parvulum,9
Chrysophyllum_pauciflorum,35
Chrysophyllum_pomiferum,130
Chrysophyllum_prieurii,266
Chrysophyllum_revolutum,9
Chrysophyllum_rufum,211
Chrysophyllum_sanguinolentum,600
Chrysophyllum_scalare,5
Chrysophyllum_sparsiflorum,144
Chrysophyllum_splendens,240
Chrysophyllum_subspinosum,4
Chrysophyllum_superbum,2
Chrysophyllum_ucuquirana-branca,30
Chrysophyllum_venezuelanense,456
Chrysophyllum_viride,205
Chrysophyllum_wilsonii,9
Chukrasia_tabularis,33
Chunia_bucklandioides,3
Chuniophoenix_hainanensis,4
Chydenanthus_excelsus,10
Chytranthus_angustifolius,76
Chytranthus_atroviolaceus,14
Chytranthus_calophyllus,1
Chytranthus_carneus,73
Chytranthus_cauliflorus,54
Chytranthus_dasystachys,1
Chytranthus_edulis,21
Chytranthus_ellipticus,1
Chytranthus_flavoviridis,1
Chytranthus_gilletii,36
Chytranthus_imenoensis,2
Chytranthus_klaineanus,15
Chytranthus_ledermannii,1
Chytranthus_longibracteatus,2
Chytranthus_macrobotrys,106
Chytranthus_macrophyllus,12
Chytranthus_mannii,2
Chytranthus_micranthus,4
Chytranthus_mortehanii,12
Chytranthus_obliquinervis,28
Chytranthus_setosus,25
Chytranthus_sexlocularis,22
Chytranthus_stenophyllus,9
Chytranthus_strigosus,1
Chytranthus_xanthophyllus,1
Ciliosemina_pedunculata,158
Ciliosemina_purdieana,20
Cinchona_antioquiae,12
Cinchona_asperifolia,8
Cinchona_barbacoensis,63
Cinchona_calisaya,138
Cinchona_glandulifera,8
Cinchona_hirsuta,18
Cinchona_lancifolia,56
Cinchona_lucumifolia,5
Cinchona_macrocalyx,65
Cinchona_micrantha,28
Cinchona_mutisii,11
Cinchona_nitida,8
Cinchona_officinalis,68
Cinchona_parabolica,26
Cinchona_pitayensis,34
Cinchona_pubescens,669
Cinchona_pyrifolia,19
Cinchona_rugosa,8
Cinchona_scrobiculata,10
Cinchona_villosa,22
Cinchonopsis_amazonica,90
Cinnadenia_paniculata,5
Cinnamodendron_angustifolium,1
Cinnamodendron_axillare,27
Cinnamodendron_corticosum,2
Cinnamodendron_dinisii,373
Cinnamodendron_ekmanii,8
Cinnamodendron_occhionianum,5
Cinnamodendron_sampaioanum,4
Cinnamodendron_tenuifolium,3
Cinnamodendron_venezuelense,2
Cinnamomum_altissimum,1
Cinnamomum_anacardium,1
Cinnamomum_angustitepalum,2
Cinnamomum_appelianum,45
Cinnamomum_archboldianum,5
Cinnamomum_argenteum,14
Cinnamomum_aureofulvum,1
Cinnamomum_baileyanum,59
Cinnamomum_barbatoaxillatum,44
Cinnamomum_bejolghota,71
Cinnamomum_bodinieri,43
Cinnamomum_bonii,1
Cinnamomum_burmanni,1
Cinnamomum_calcareum,20
Cinnamomum_cambodianum,2
Cinnamomum_camphora,2524
Cinnamomum_cappara-coronde,3
Cinnamomum_caratingae,3
Cinnamomum_caryophyllus,7
Cinnamomum_cassia,34
Cinnamomum_caudiferum,2
Cinnamomum_celebicum,5
Cinnamomum_chartophyllum,1
Cinnamomum_chengkouense,7
Cinnamomum_citriodorum,3
Cinnamomum_clemensii,16
Cinnamomum_contractum,4
Cinnamomum_culilaban,3
Cinnamomum_curvifolium,27
Cinnamomum_cuspidatum,4
Cinnamomum_daphnoides,7
Cinnamomum_degeneri,1
Cinnamomum_doederleinii,12
Cinnamomum_dominii,36
Cinnamomum_dubium,11
Cinnamomum_esquirolii,22
Cinnamomum_eugenoliferum,11
Cinnamomum_filipedicellatum,1
Cinnamomum_foveolatum,3
Cinnamomum_frodinii,5
Cinnamomum_glanduliferum,54
Cinnamomum_glaucescens,1
Cinnamomum_glauciphyllum,1
Cinnamomum_goaense,2
Cinnamomum_grandiflorum,9
Cinnamomum_hatschbachii,99
Cinnamomum_haussknechtii,58
Cinnamomum_helferi,1
Cinnamomum_heyneanum,2
Cinnamomum_hupehanum,42
Cinnamomum_ilicioides,4
Cinnamomum_impressinervium,1
Cinnamomum_iners,44
Cinnamomum_japonicum,6
Cinnamomum_javanicum,14
Cinnamomum_jensenianum,21
Cinnamomum_kami,8
Cinnamomum_kerangas,1
Cinnamomum_kerrii,1
Cinnamomum_kinabaluense,1
Cinnamomum_kotoense,7
Cinnamomum_kunstleri,1
Cinnamomum_kwangtungense,4
Cinnamomum_laubatii,143
Cinnamomum_ledermannii,6
Cinnamomum_liangii,9
Cinnamomum_lioui,33
Cinnamomum_longipedicellatum,1
Cinnamomum_longipetiolatum,2
Cinnamomum_loureiroi,5
Cinnamomum_lucens,1
Cinnamomum_macrocarpum,2
Cinnamomum_macrophyllum,8
Cinnamomum_mairei,14
Cinnamomum_mathewsii,2
Cinnamomum_melliodorum,3
Cinnamomum_mercadoi,11
Cinnamomum_merrillianum,10
Cinnamomum_miaoshanense,21
Cinnamomum_micranthum,106
Cinnamomum_microphyllum,1
Cinnamomum_migao,8
Cinnamomum_mollifolium,1
Cinnamomum_mollissimum,5
Cinnamomum_myrianthum,1
Cinnamomum_oliveri,593
Cinnamomum_osmophloeum,176
Cinnamomum_ovalauense,1
Cinnamomum_ovalifolium,1
Cinnamomum_pachyphyllum,9
Cinnamomum_paiei,1
Cinnamomum_parthenoxylon,49
Cinnamomum_pendulum,2
Cinnamomum_perrottetii,3
Cinnamomum_petrophilum,18
Cinnamomum_philippinense,80
Cinnamomum_pilosum,1
Cinnamomum_pingbienense,5
Cinnamomum_piniodorum,2
Cinnamomum_pittosporoides,4
Cinnamomum_platyphyllum,7
Cinnamomum_podagricum,16
Cinnamomum_polderi,2
Cinnamomum_politum,2
Cinnamomum_polyadelphum,28
Cinnamomum_propinquum,30
Cinnamomum_racemosum,2
Cinnamomum_reticulatum,76
Cinnamomum_rhynchophyllum,5
Cinnamomum_riedelianum,28
Cinnamomum_rigidissimum,27
Cinnamomum_rivulorum,1
Cinnamomum_rosselianum,2
Cinnamomum_sandkuhlii,2
Cinnamomum_saxatile,17
Cinnamomum_scortechinii,3
Cinnamomum_septentrionale,6
Cinnamomum_sessilifolium,2
Cinnamomum_sieboldii,13
Cinnamomum_sinharajaense,1
Cinnamomum_sintoc,15
Cinnamomum_solomonense,8
Cinnamomum_subaveniopsis,3
Cinnamomum_subavenium,245
Cinnamomum_sublanuginosum,1
Cinnamomum_subtetrapterum,1
Cinnamomum_sulavesianum,4
Cinnamomum_sulphuratum,4
Cinnamomum_tahijanum,2
Cinnamomum_tamala,26
Cinnamomum_tenuifolium,341
Cinnamomum_tenuipile,3
Cinnamomum_tetragonum,10
Cinnamomum_tonkinense,32
Cinnamomum_trichophyllum,2
Cinnamomum_trinervatum,40
Cinnamomum_tsangii,10
Cinnamomum_tsoi,5
Cinnamomum_vacciniifolium,1
Cinnamomum_validinerve,8
Cinnamomum_verum,40
Cinnamomum_villosulum,40
Cinnamomum_vimineum,1
Cinnamomum_virens,346
Cinnamomum_wightii,4
Cinnamomum_wilsonii,51
Cinnamomum_yabunikkei,32
Cinnamosma_fragrans,67
Cinnamosma_macrocarpa,8
Cinnamosma_madagascariensis,29
Cipadessa_baccifera,126
Cissampelos_sympodialis,51
Citharexylum_affine,206
Citharexylum_argutedentatum,4
Citharexylum_berlandieri,87
Citharexylum_caudatum,431
Citharexylum_chartaceum,10
Citharexylum_cooperi,67
Citharexylum_costaricense,72
Citharexylum_crassifolium,17
Citharexylum_decorum,8
Citharexylum_donnell-smithii,205
Citharexylum_dryanderae,7
Citharexylum_ellipticum,60
Citharexylum_flexuosum,9
Citharexylum_gentryi,14
Citharexylum_glabrum,33
Citharexylum_grandiflorum,9
Citharexylum_guatemalense,9
Citharexylum_herrerae,6
Citharexylum_hexangulare,196
Citharexylum_hidalgense,142
Citharexylum_hintonii,9
Citharexylum_hirtellum,50
Citharexylum_ilicifolium,42
Citharexylum_joergensenii,17
Citharexylum_karstenii,29
Citharexylum_kunthianum,103
Citharexylum_laurifolium,23
Citharexylum_lojense,6
Citharexylum_macradenium,69
Citharexylum_macrochlamys,27
Citharexylum_macrophyllum,124
Citharexylum_mexicanum,24
Citharexylum_mirifolium,8
Citharexylum_montanum,25
Citharexylum_montevidense,167
Citharexylum_myrianthum,462
Citharexylum_obtusifolium,5
Citharexylum_poeppigii,168
Citharexylum_quercifolium,20
Citharexylum_reticulatum,30
Citharexylum_rimbachii,5
Citharexylum_schottii,63
Citharexylum_solanaceum,183
Citharexylum_spinosum,261
Citharexylum_steyermarkii,8
Citharexylum_suberosum,1
Citharexylum_subflavescens,94
Citharexylum_subthyrsoideum,13
Citharexylum_sulcatum,39
Citharexylum_teclense,4
Citharexylum_ternatum,2
Citharexylum_ulei,13
Citharexylum_vallense,3
Citharexylum_venezuelense,13
Citronella_apogon,67
Citronella_costaricensis,96
Citronella_engleriana,61
Citronella_gongonha,357
Citronella_incarum,280
Citronella_macrocarpa,8
Citronella_melliodora,159
Citronella_moorei,659
Citronella_mucronata,68
Citronella_paniculata,823
Citronella_samoensis,2
Citronella_sarmentosa,43
Citronella_silvatica,8
Citronella_smythii,142
Citronella_suaveolens,43
Citronella_vitiensis,5
Citropsis_angolensis,1
Citropsis_articulata,74
Citropsis_daweana,7
Citropsis_gabunensis,3
Citropsis_gilletiana,1
Citropsis_noldeae,1
Citrus_australasica,139
Citrus_australis,72
Citrus_cavaleriei,22
Citrus_garrawayi,62
Citrus_glauca,397
Citrus_gracilis,50
Citrus_halimii,6
Citrus_hystrix,66
Citrus_inodora,22
Citrus_japonica,47
Citrus_lucida,8
Citrus_maxima,157
Citrus_medica,3
Citrus_neocaledonica,3
Citrus_trifoliata,64
Cladogynos_orientalis,27
Cladostemon_kirkii,41
Cladrastis_delavayi,4
Cladrastis_kentukea,200
Cladrastis_parvifolia,1
Cladrastis_platycarpa,108
Cladrastis_wilsonii,15
Claoxylon_angustifolium,58
Claoxylon_arboreum,2
Claoxylon_australe,1678
Claoxylon_brachyandrum,4
Claoxylon_capillipes,31
Claoxylon_carolinianum,7
Claoxylon_carrii,3
Claoxylon_collenettei,2
Claoxylon_coriaceolanatum,27
Claoxylon_cuneatum,4
Claoxylon_decaryanum,1
Claoxylon_echinospermum,7
Claoxylon_fallax,1
Claoxylon_gillisonii,10
Claoxylon_hillii,187
Claoxylon_indicum,147
Claoxylon_insulanum,35
Claoxylon_khasianum,1
Claoxylon_kinabaluense,4
Claoxylon_ledermannii,39
Claoxylon_longifolium,80
Claoxylon_lutescens,45
Claoxylon_microcarpum,13
Claoxylon_muscisilvae,9
Claoxylon_neoebudicum,5
Claoxylon_nubicola,41
Claoxylon_oliganthum,2
Claoxylon_ooumuense,3
Claoxylon_papuae,167
Claoxylon_paucinerve,9
Claoxylon_physocarpum,4
Claoxylon_porphyrostemon,2
Claoxylon_praetermissum,2
Claoxylon_psilogyne,6
Claoxylon_purpureum,4
Claoxylon_putii,1
Claoxylon_salicinum,3
Claoxylon_salomonense,8
Claoxylon_samoense,2
Claoxylon_sandwicense,14
Claoxylon_scabratum,17
Claoxylon_stapfianum,6
Claoxylon_taitense,15
Claoxylon_tenerifolium,218
Claoxylon_tenuiflorum,1
Claoxylopsis_andapensis,2
Clappertonia_ficifolia,190
Clarisia_biflora,813
Clarisia_ilicifolia,574
Clarisia_racemosa,851
Clathrotropis_brachypetala,113
Clathrotropis_brunnea,54
Clathrotropis_glaucophylla,73
Clathrotropis_macrocarpa,281
Clathrotropis_nitida,142
Clathrotropis_paradoxa,15
Clausena_anisata,511
Clausena_brevistyla,122
Clausena_excavata,155
Clausena_harmandiana,7
Clausena_heptaphylla,1
Clausena_indica,4
Clausena_lansium,29
Clausena_lenis,19
Clausena_smyrelliana,3
Clausena_wallichii,4
Clavija_biborrana,67
Clavija_cauliflora,9
Clavija_costaricana,171
Clavija_domingensis,3
Clavija_eggersiana,43
Clavija_elliptica,25
Clavija_grandis,7
Clavija_hookeri,13
Clavija_imatacae,11
Clavija_jelskii,5
Clavija_killipii,2
Clavija_lancifolia,185
Clavija_lehmannii,6
Clavija_macrocarpa,25
Clavija_membranacea,62
Clavija_mezii,106
Clavija_nutans,378
Clavija_ornata,115
Clavija_parvula,6
Clavija_plumbea,1
Clavija_poeppigii,53
Clavija_procera,21
Clavija_repanda,5
Clavija_sanctae-martae,8
Clavija_subandina,3
Clavija_tarapotana,83
Clavija_weberbaueri,365
Cleidiocarpon_cavaleriei,2
Cleidion_amazonicum,94
Cleidion_bracteosum,7
Cleidion_brevipetiolatum,59
Cleidion_capuronii,5
Cleidion_castaneifolium,138
Cleidion_claoxyloides,26
Cleidion_gabonicum,34
Cleidion_javanicum,178
Cleidion_lasiophyllum,40
Cleidion_leptostachyum,1
Cleidion_lochmios,2
Cleidion_macarangoides,13
Cleidion_macrophyllum,19
Cleidion_microcarpum,4
Cleidion_moniliflorum,2
Cleidion_nitidum,2
Cleidion_papuanum,16
Cleidion_ramosii,6
Cleidion_sessile,2
Cleidion_spathulatum,42
Cleidion_tricoccum,15
Cleidion_veillonii,6
Cleidion_vieillardii,173
Cleistanthus_angustifolius,1
Cleistanthus_apodus,163
Cleistanthus_bakonensis,4
Cleistanthus_baramicus,3
Cleistanthus_bipindensis,12
Cleistanthus_bracteosus,1
Cleistanthus_brideliifolius,6
Cleistanthus_capuronii,14
